VideoId,Label
wNbK,3 14 4 6 159 626 189 960 349 815
S6bK,39 202 50 233 627 493 503 121 393 207
ZtbK,210 333 1833 1837 354 8 907 14 0 832
YibK,435 26 130 610 189 199 1568 2146 645 636
c8bK,5 16 301 882 3431 25 362 1190 1312 1609
IdbK,0 2749 1 110 63 352 1229 92 2824 1039
1zbK,0 1 35 2070 309 941 203 5 1018 2009
TobK,0 82 118 103 440 705 12 1 125 675
DobK,9 34 10 16 5 2659 598 4 206 126
cqbK,3 28 33 4 38 13 6 1024 54 78
25bK,8 6 133 894 3 206 332 558 459 315
eHbK,3336 6 28 3 8 2 97 38 2258 33
5mbK,30 2 55 1762 905 940 2581 196 464 2814
5zbK,1140 144 597 1802 159 5 309 301 81 592
IDbK,291 1964 31 2618 15 289 2230 1480 439 178
PpbK,88 364 184 307 380 416 616 899 514 1013
J3bK,3 6 13 28 14 4 206 9 1140 1312
44bK,2282 357 2556 1578 976 935 84 54 97 3191
ndbK,66 202 148 382 50 794 156 39 251 933
57bK,14 6 4 61 9 25 13 539 201 10
fhbK,8 6 225 133 92 71 726 2107 1234 12
vfbK,3 6 4 8 324 1078 1473 141 539 690
iDbK,9 4 37 10 13 1508 3 14 28 97
TfbK,307 88 2305 2 184 7 899 460 416 522
CKbK,31 40 57 47 117 309 2556 744 626 1149
KjbK,50 65 933 493 998 66 256 1782 781 39
OjbK,31 47 40 57 4 626 159 309 41 2556
CIbK,7 2 2980 2472 224 267 197 1602 1316 1383
8sbK,895 386 1534 2607 215 108 31 0 2484 309
tzbK,9 37 10 4 421 1721 2042 2334 2208 2723
xXbK,2 30 17 340 143 55 284 2878 724 19
qFbK,58 53 228 151 163 2807 2158 60 166 418
1xbK,72 68 151 98 980 280 1 35 0 452
lobK,1272 603 15 18 2368 19 1376 92 87 67
HVbK,1559 11 749 1255 7 477 876 9 810 2
LRbK,96 15 18 3328 708 1032 1812 67 769 463
gQbK,1354 146 672 282 1100 897 1537 434 25 1786
o6bK,30 2 55 280 608 17 515 1892 1197 1741
t4bK,308 332 360 248 299 749 311 1003 14 191
47bK,3 433 61 89 1921 1003 8 6 201 1001
MNbK,11 564 22 32 20 406 29 605 368 1973
RBbK,93 102 0 1802 2219 1193 1 1438 675 2811
uobK,1 0 25 484 93 102 159 1614 1734 2811
tmbK,391 1263 61 92 5 11 405 578 3153 99
jjbK,67 140 1831 18 15 1954 1122 2248 3220 1287
XnbK,62 251 15 411 1453 1154 1277 2426 260 2790
BObK,45 2 51 212 56 1052 77 418 7 75
Y0bK,23 24 21 115 520 718 1160 471 1094 2454
NnbK,9 4 3 37 10 28 33 38 13 421
1YbK,2 75 7 56 508 197 104 172 1460 2477
npbK,222 950 249 181 216 39 21 2161 986 1086
IHbK,3529 12 11 143 92 19 1073 118 3128 749
LlbK,3 944 6 89 3824 4 690 474 201 28
hJbK,1123 220 11 3128 112 2000 126 276 15 723
irbK,102 93 27 997 0 1 640 2984 864 677
nTbK,580 1299 2305 62 461 88 1634 498 1947 178
VVbK,24 23 21 676 73 504 115 718 1160 2264
uabK,0 1 5 3781 3669 81 35 309 134 1802
SKbK,133 325 6 3 2671 8 1027 2364 414 954
nzbK,64 2 1043 76 17 149 281 3804 2542 19
sHbK,0 1 5 180 532 81 144 1268 262 102
ULbK,31 47 40 57 309 1149 626 4 2556 357
IZbK,25 315 505 734 16 864 1478 749 133 2971
vqbK,12 0 1281 675 91 432 2717 1459 689 3144
N2bK,32 29 20 11 605 22 564 1096 334 3532
osbK,32 20 22 11 430 29 1753 112 679 1156
OxbK,6 8 3 558 206 807 3409 812 1195 806
sibK,371 194 260 26 441 2305 498 984 62 701
HBbK,5 309 16 136 2487 84 25 865 234 189
gqbK,31 40 57 117 386 1253 348 47 698 3135
ATbK,650 206 8 1103 261 3737 698 2848 1188 894
bFbK,1844 5 362 597 97 0 1744 282 9 1
APbK,1 0 387 180 245 777 317 2435 153 294
hNbK,12 0 25 237 27 294 271 157 141 36
6abK,4 9 10 3 37 47 40 31 13 54
AobK,106 703 640 200 21 23 105 73 997 895
qVbK,9 14 4 33 28 38 626 595 13 37
uIbK,5 16 169 84 1140 3226 2056 1567 25 405
rvbK,8 1207 1418 61 1059 512 161 110 28 835
7hbK,3 4 13 28 6 54 33 10 38 9
m0bK,1 1586 285 35 0 1414 25 3145 1176 1955
lTbK,3785 23 21 24 496 410 73 736 554 461
o8bK,87 15 536 18 545 2752 244 1376 3599 365
jEbK,488 105 294 1 192 1495 331 183 455 2303
zwbK,241 0 1 19 53 58 449 1562 17 150
YlbK,0 949 1 35 2675 1424 577 449 817 183
MUbK,1216 352 14 663 417 69 2176 2824 1039 2169
7mbK,282 1338 14 663 1842 595 1127 2138 332 1362
4KbK,646 270 390 62 3395 748 2577 251 2 798
1VbK,106 0 134 200 1562 27 1 336 640 63
IRbK,1092 1175 765 0 3270 217 215 62 333 611
S1bK,1 0 36 423 94 147 180 203 192 294
TQbK,21 1958 23 158 115 146 651 718 53 24
eVbK,398 482 501 166 1290 60 333 958 664 231
y0bK,13 54 89 168 1046 389 3 175 296 4
eqbK,0 1 403 36 132 63 180 562 94 367
HFbK,628 234 1312 1207 0 349 1 1718 1268 2920
MubK,584 275 3569 859 1 1285 2092 26 1676 40
GQbK,31 40 57 99 569 935 11 2347 47 26
KWbK,152 71 8 849 650 206 293 383 1499 189
u2bK,0 1 5 27 739 236 16 938 774 42
ZSbK,195 342 4 11 13 3 2214 1046 205 381
JUbK,0 1 1748 27 1665 215 2040 150 609 42
LLbK,41 4 13 389 3 54 348 2287 47 1716
LnbK,2079 342 236 69 1641 226 1430 1396 598 246
gpbK,199 3830 26 326 189 645 16 2052 180 644
KQbK,88 1013 364 184 514 1148 7 307 1771 899
DqbK,51 77 45 2 137 56 456 1052 442 1952
DnbK,0 412 1 447 1401 215 337 3673 73 1244
FFbK,944 4 3 2 2891 133 755 749 2883 8
yqbK,0 1817 1 1336 159 3462 1071 3145 35 1686
UHbK,1215 337 35 1 1885 25 2873 960 159 626
zrbK,14 6 1074 25 650 13 54 206 248 8
V5bK,4 3 10 9 13 6 28 33 38 324
apbK,2332 99 26 518 716 16 25 3305 1875 2124
pTbK,70 52 125 0 8 578 690 1172 806 1
JebK,12 0 237 1281 689 432 3144 1224 1459 1937
obbK,66 148 9 1964 194 26 8 2320 453 1786
CTbK,2 804 64 17 7 656 30 620 95 583
GfbK,0 1 35 3166 285 904 1327 110 2765 1051
k8bK,306 0 42 1 2698 622 621 111 294 35
QKbK,54 4 13 3 47 10 97 154 9 31
AkbK,33 2186 28 646 1700 89 38 9 0 6
D0bK,100 161 567 548 1455 1221 704 356 1515 11
GDbK,188 594 168 4 330 3103 1461 3 13 565
k0bK,1078 3 99 716 2 420 6 7 361 1036
a3bK,3 28 6 4 13 38 33 10 675 237
tjbK,4 3 10 9 13 6 28 34 2144 38
2ubK,100 161 567 548 1515 1103 356 1455 1223 329
ZCbK,14 2308 675 1051 61 755 578 847 6 25
xrbK,3 89 8 201 61 15 118 175 11 259
hmbK,352 1039 1229 0 63 1 1185 2469 1369 110
QrbK,3 8 6 54 1690 100 13 41 1024 414
rfbK,246 1 105 192 183 658 588 331 455 629
VabK,1698 585 10 4 97 8 300 33 6 1727
49bK,4 3 10 13 28 9 38 33 6 2144
avbK,12 0 432 11 705 3144 52 302 1281 1937
k2bK,9 4 10 34 3 13 1058 37 3271 944
kDbK,2 7 208 83 869 804 62 3728 1695 1625
MQbK,7 116 2 3593 266 197 267 224 505 316
ktbK,3 4 6 13 54 2281 8 330 10 433
hIbK,3 13 38 28 33 6 324 4 389 78
LpbK,31 47 40 57 300 188 4 3 348 1461
arbK,0 42 1 890 487 102 1802 3180 1562 93
zZbK,2266 15 1360 18 26 74 629 158 11 275
MFbK,5 362 16 84 516 328 169 3038 144 882
zsbK,453 26 0 184 1 88 307 277 194 981
0qbK,1009 179 451 53 667 58 2 1550 21 183
p5bK,32 20 29 11 22 564 605 1096 221 1156
BVbK,225 332 39 66 23 21 401 2002 133 1499
RybK,310 359 179 252 7 667 296 2 1288 186
PgbK,191 184 88 299 364 1013 985 380 1159 3847
5cbK,25 1070 921 71 189 741 682 354 3558 1127
z0bK,25 2388 815 1 14 16 1051 230 0 268
9JbK,22 20 29 11 32 122 173 472 1156 307
eQbK,105 162 638 269 127 24 21 410 11 146
VQbK,629 275 74 200 703 887 1 2092 0 187
sbbK,0 27 1 580 3700 192 1641 1021 262 522
QZbK,95 2 135 7 116 297 2687 1373 235 1214
ewbK,11 32 29 22 221 406 368 3179 20 173
vobK,9 34 10 4 3271 840 539 618 826 37
DebK,0 12 1459 1281 237 312 3607 1 689 2
UUbK,96 15 18 463 397 708 1532 1812 1543 1627
ZibK,578 14 61 3153 1092 591 0 2308 79 125
2hbK,135 95 2 7 116 706 583 1904 1535 235
sCbK,15 1816 1121 96 363 18 43 60 289 59
QxbK,31 40 47 57 626 4 1149 1024 159 117
BobK,663 8 332 25 71 1127 282 1338 944 1195
GJbK,30 2 55 408 608 340 1197 17 837 58
R9bK,1660 1007 375 1890 937 3031 410 420 511 1363
ugbK,2177 497 251 2405 1148 514 1890 2770 1677 2277
A0bK,62 1154 411 2 7 259 629 3362 361 2236
DlbK,3 4 6 10 13 28 33 1480 3479 9
OcbK,92 312 318 52 2 118 332 1499 12 145
fAbK,68 72 98 151 240 2020 480 3199 2807 60
webK,17 19 128 2 7 394 841 48 448 778
XMbK,3 6 8 365 27 49 1727 418 175 130
EmbK,17 19 2 272 394 1173 7 56 237 143
G3bK,5 16 25 136 362 1 0 442 3133 662
yCbK,1424 2136 0 62 740 817 193 963 1301 11
ambK,160 888 82 231 273 1423 491 690 166 1919
nQbK,3 89 324 54 237 1333 141 310 4 99
tdbK,62 130 259 26 461 498 161 732 7 3746
mrbK,3 4 9 1216 13 38 33 1100 921 2811
EbbK,89 3 61 201 324 8 1003 175 433 668
hEbK,8 6 690 2186 3 1295 66 148 539 332
WwbK,3 6 4 13 3824 8 1416 1058 41 54
K6bK,14 4 28 6 9 10 33 38 3 37
6zbK,28 33 78 38 86 257 4 553 101 1088
ODbK,46 44 2 138 155 109 145 162 377 114
63bK,26 130 636 808 435 75 2 45 593 7
SjbK,12 523 0 195 802 1293 1458 689 79 92
KVbK,1433 7 2 373 1383 1053 174 1995 2310 235
WbbK,14 148 66 332 578 2388 253 39 1786 1482
IjbK,27 0 1 3431 35 868 438 5 1868 16
BIbK,8 807 598 81 133 396 2746 141 99 1690
DGbK,2 7 56 51 45 75 172 77 165 235
lgbK,452 9 68 72 148 253 271 11 1273 898
0CbK,1079 388 497 899 1583 1853 88 277 2883 1277
eubK,30 55 2 17 1888 7 2101 1808 361 280
YAbK,1594 8 26 857 205 558 2456 726 944 2380
hfbK,1148 2473 2177 514 899 2405 511 2277 184 15
QhbK,40 31 57 117 47 357 1253 698 1476 492
FnbK,65 50 781 1072 355 503 66 493 39 661
fIbK,3 4 13 330 2 539 6 3050 9 1109
IcbK,7 2 1456 373 3485 235 48 165 1519 1368
fTbK,2622 953 866 39 493 422 674 11 984 300
igbK,3 4 13 10 6 54 716 89 201 324
2YbK,5 0 16 1208 1 136 764 292 244 2098
PdbK,201 12 175 8 381 2 0 92 2453 71
fgbK,6 3 8 206 849 650 71 4 41 2967
vEbK,1503 1032 43 971 304 239 638 2071 223 1363
7EbK,2 30 90 1575 7 196 413 2159 361 1983
8wbK,3 6 8 324 136 4 54 1594 89 396
dLbK,703 246 843 259 187 74 275 887 864 192
2ibK,27 313 0 88 1 192 2536 580 1364 294
bNbK,130 26 134 21 2857 23 73 1365 16 181
XQbK,43 101 59 18 286 60 873 385 2 1415
J9bK,9 10 34 4 3 2582 37 13 6 1830
OwbK,3 3021 6 4 9 414 944 28 1058 433
yabK,3 4 9 33 28 324 10 38 13 2356
xcbK,8 806 0 834 835 1292 70 52 383 261
W3bK,1662 194 701 441 390 260 11 26 817 39
jHbK,2 7 2189 21 1268 640 17 1253 504 9
F7bK,11 32 22 29 20 817 637 1209 370 462
AQbK,0 1 872 5 234 534 1091 309 159 150
JzbK,25 1 1100 285 35 1294 863 3805 337 1439
H4bK,51 2 45 56 1879 77 46 1052 295 2788
14bK,6 8 558 3 206 1690 807 3298 894 597
IBbK,0 1 242 470 254 331 192 3623 105 115
L7bK,8 1190 89 647 396 141 5 175 201 1633
f0bK,75 208 2 1205 7 223 11 83 1081 251
nwbK,1036 375 141 2322 54 97 158 21 146 150
nqbK,180 1286 304 1311 2286 357 2368 1463 1586 2109
X5bK,127 80 49 277 787 770 612 50 2274 65
wtbK,2 7 1 0 845 75 266 465 174 361
MBbK,14 25 61 663 230 944 202 2034 1058 1327
v8bK,530 92 12 118 195 1293 226 52 82 103
15bK,2 7 75 172 95 235 104 165 1628 196
NGbK,107 79 114 1716 52 3333 46 16 964 579
fUbK,14 4 1740 662 626 2529 9 1022 159 882
HdbK,148 253 271 66 1786 1853 766 3449 1468 1273
EqbK,5 106 496 864 0 1 200 2673 21 1757
vrbK,0 21 897 23 1 24 592 105 1327 349
sdbK,133 325 225 2364 1027 414 12 883 816 939
TxbK,6 3 4 13 10 54 28 539 3082 33
yNbK,61 3 433 14 1003 89 324 59 1685 3176
uHbK,0 1 1844 241 35 943 941 535 449 1635
VUbK,12 0 63 336 1 237 226 79 1085 690
pjbK,192 455 629 105 331 0 1 183 102 93
3lbK,1 0 36 142 132 147 94 185 180 294
lCbK,0 391 1064 1172 1137 983 2857 5 864 2943
SAbK,248 96 944 43 2 360 764 15 419 3857
YKbK,391 1263 16 5 9 20 21 49 3253 362
PJbK,23 21 24 73 554 786 115 718 2264 1572
56bK,4 10 13 351 3 9 6 97 154 3596
MdbK,0 125 52 70 5 82 1 16 110 1082
qTbK,6 8 834 3 2281 206 54 894 650 3479
GhbK,43 101 59 18 60 286 374 873 1496 1685
WIbK,25 146 49 777 23 1404 1719 638 158 1
pLbK,139 0 1 2643 180 532 102 46 1970 254
JqbK,26 900 21 136 23 1388 817 382 2098 5
PcbK,3 13 54 4 6 89 154 626 175 1024
Q8bK,1 0 124 317 287 35 777 367 1768 36
kybK,8 0 12 806 79 675 205 91 1424 237
zbbK,51 45 77 56 2 137 456 442 721 1707
JLbK,30 55 2626 2 666 3186 1716 361 1238 289
HmbK,3469 468 749 2623 449 2804 1342 227 2592 229
VgbK,391 1263 14 5 16 136 466 2573 3151 194
HObK,282 1327 16 1 35 337 0 225 25 960
XgbK,1069 229 11 579 100 917 1058 877 771 2034
ksbK,46 114 44 138 107 109 145 2 507 854
anbK,5 1347 587 327 744 16 1080 144 84 772
n2bK,8 383 834 6 807 894 3 206 9 812
cCbK,1 5 0 2638 395 409 534 2060 822 203
bEbK,27 0 1 183 192 255 3815 294 35 1077
EnbK,9 37 421 4 10 2969 1523 2427 638 269
xRbK,422 485 2366 26 21 701 222 181 390 453
LKbK,14 4 6 3 1058 61 31 13 10 578
1hbK,89 201 3 8 15 3822 59 13 1107 1058
tsbK,301 5 3087 2300 662 14 1312 1609 597 61
q5bK,1 85 0 35 230 19 48 1903 180 1035
0FbK,3 4 6 9 28 10 38 37 1473 33
MRbK,67 140 1122 18 15 699 1954 2256 1831 2425
VxbK,8 1517 99 806 0 558 2456 206 835 1690
qXbK,83 2 7 541 208 869 751 778 17 75
xLbK,352 1229 1039 0 1369 92 110 548 1185 2824
8IbK,526 26 370 136 978 527 647 1190 898 569
e9bK,2 75 7 172 95 165 1202 3530 224 235
X4bK,150 1 0 204 5 1231 739 2511 409 1302
ILbK,19 128 7 2 17 48 841 3117 575 2514
ePbK,9 10 37 4 34 1312 1523 2427 1830 1847
TMbK,154 263 40 117 57 31 1253 2582 4 551
FfbK,0 1317 538 12 118 1137 226 696 1525 1459
QjbK,0 1 476 144 733 84 2863 5 319 286
qmbK,110 0 352 2824 1229 329 92 1039 897 884
Q0bK,822 505 15 1 192 2188 150 2347 768 2496
vRbK,0 12 110 1737 8 1187 92 52 432 2260
BFbK,39 202 121 207 627 216 986 156 393 1086
OrbK,0 484 1 607 622 733 744 5 35 949
BRbK,27 0 1 88 2267 313 580 237 262 768
LrbK,0 3612 1 134 35 1445 1432 139 657 27
D6bK,616 2 7 62 698 161 2776 861 11 400
cfbK,3 4 6 38 28 13 33 10 9 324
eYbK,23 21 24 73 2058 554 718 775 786 504
xwbK,21 106 859 23 24 974 200 0 242 1658
iWbK,915 447 790 217 215 0 23 81 26 21
hsbK,17 19 2 443 272 83 26 448 7 11
3LbK,8 6 835 0 99 432 2260 1195 865 261
OybK,126 220 276 11 1077 1798 1911 15 2418 1548
AXbK,100 161 567 548 1103 1223 356 1515 704 2423
tAbK,14 248 1014 958 1334 182 25 912 2 43
DAbK,31 40 57 117 47 348 3653 386 111 1476
G6bK,3 6 324 28 4 38 13 33 89 675
3ibK,23 21 24 73 2035 115 676 322 288 3454
8obK,6 225 293 953 71 152 66 25 734 1109
P5bK,3287 1 0 157 192 16 132 183 481 35
PlbK,3 4 41 13 6 10 31 47 40 14
ptbK,3 6 4 8 324 1473 89 3824 433 2102
tubK,41 99 205 857 518 8 13 4 3 1245
RQbK,3 14 6 2602 8 4 61 578 433 92
rqbK,21 24 23 343 858 3364 937 2778 158 1210
bKbK,14 3 61 6 433 316 189 847 197 85
oSbK,1832 484 15 18 260 59 1090 127 49 1044
XvbK,170 314 18 15 1247 2444 67 658 16 140
r3bK,9 34 10 4 1566 2958 2261 2996 3271 840
P7bK,229 11 771 917 20 1058 2034 22 749 3088
qQbK,19 17 448 2 48 7 443 394 2115 659
6xbK,2 45 56 51 145 7 44 46 295 107
pnbK,61 63 8 1172 1062 0 336 5 154 1
K5bK,1613 126 11 2000 873 783 1503 286 60 291
BhbK,9 34 10 4 840 3271 3 1523 13 2996
O2bK,79 0 376 12 91 139 52 8 210 806
crbK,3 6 8 324 89 248 2746 433 3380 4
37bK,46 155 44 2 138 264 145 377 114 109
RGbK,482 501 398 60 166 353 1290 673 333 995
A4bK,2 30 55 408 85 340 7 17 284 0
M1bK,1175 1654 1326 9 449 21 309 1092 73 23
tNbK,6 8 3 2090 206 14 3215 396 301 89
jUbK,66 293 148 1286 1117 766 1037 343 1537 2658
PkbK,11 22 20 334 569 2610 576 260 371 211
nrbK,141 362 396 136 11 2 227 255 26 1333
aLbK,9 10 37 4 3137 2656 34 2624 1721 1830
XlbK,67 18 140 15 616 184 170 314 99 11
gxbK,62 90 7 2 810 629 411 3362 461 1154
M6bK,5 973 16 81 136 2375 764 2030 99 3098
vIbK,3 6 28 324 38 4 9 33 13 8
rpbK,1 0 35 654 354 1750 192 417 1215 180
txbK,42 487 0 1 890 159 1384 2886 294 447
OabK,41 4 3 13 389 54 2287 2530 348 31
nhbK,12 17 523 0 19 3144 312 1293 1234 705
IWbK,23 21 24 703 192 105 1 455 1262 3454
kdbK,226 1426 1380 1233 1525 0 3776 696 3634 280
JJbK,3 6 8 13 41 4 54 539 206 205
InbK,2 7 2075 320 235 197 1106 174 757 1307
xtbK,9 34 10 4 3271 2624 840 618 2996 1644
dSbK,3 4 9 28 37 324 6 33 38 2356
K9bK,8 6 414 332 3 521 225 66 3449 14
lcbK,46 114 44 155 2 107 138 109 145 854
fcbK,25 1 1051 2623 1116 623 897 337 1327 0
tlbK,15 96 18 1543 1812 11 463 708 370 2995
EAbK,58 53 228 151 60 17 1894 19 2 68
jkbK,72 68 98 3302 151 240 0 3199 1826 1
x6bK,51 56 45 2 77 456 137 295 3083 1818
JjbK,1 0 387 180 36 147 423 85 367 35
qtbK,51 77 45 2 56 137 1052 295 456 1952
x5bK,17 2 19 128 7 394 1995 48 566 373
qIbK,69 0 1 5 568 236 2017 934 378 193
3sbK,0 1 153 180 719 828 36 654 562 2435
h2bK,8 89 201 175 2706 3473 726 6 1190 1191
IsbK,2 7 522 62 45 75 1947 1425 51 2482
VDbK,612 49 14 80 127 843 1095 9 1637 1109
jrbK,1264 1442 688 2 44 1763 299 7 2214 64
W0bK,0 12 91 1459 689 237 1624 1281 675 806
usbK,0 339 1 687 193 9 963 1401 61 404
rdbK,242 0 459 254 470 1364 1 42 105 2015
VebK,133 630 8 921 2508 325 917 3688 2671 3824
bZbK,208 2 7 62 745 75 1205 347 1695 1453
43bK,2 248 1848 227 2214 7 944 474 179 191
YxbK,63 0 1 335 167 336 1405 633 675 2717
ZZbK,9 4 37 10 3 13 6 2427 2515 395
CzbK,8 71 4 13 54 205 3 152 383 9
GUbK,8 6 206 812 2839 383 1727 650 769 3659
TSbK,2 7 14 1158 71 145 116 1632 266 2532
xAbK,92 0 611 523 811 12 52 79 118 215
X3bK,1837 60 398 333 353 166 284 482 501 3556
bCbK,3 41 99 4 71 225 389 1715 6 1630
SZbK,3 6 4 1715 1473 20 944 324 1578 9
KbbK,79 195 1931 0 1293 12 180 523 918 1137
1AbK,995 519 60 210 428 427 685 291 1389 662
QtbK,3 13 433 6 1058 28 668 227 1107 4
wvbK,3426 51 2 45 259 2607 44 877 1716 2126
BZbK,80 1172 1587 259 49 146 338 401 3796 349
kCbK,2883 388 88 580 1079 616 497 992 11 749
SGbK,32 22 20 29 11 221 2594 122 1766 303
TwbK,8 0 806 835 874 1292 360 432 3196 598
EwbK,0 1 1570 2675 192 242 331 14 663 180
qBbK,14 99 578 2308 847 2388 61 1792 1540 3409
HqbK,14 25 2 7 71 13 235 4 197 362
lxbK,31 40 386 47 57 638 49 260 1100 80
tMbK,51 45 137 77 298 56 2 540 1052 1378
LdbK,2 17 55 30 1492 19 408 7 1888 1053
2VbK,9 10 37 34 4 2756 1523 421 840 2624
kqbK,1601 11 304 29 5 20 1136 0 844 22
LObK,63 167 0 1 336 2813 989 1047 450 335
n3bK,1 2022 517 3594 0 25 2003 337 2164 35
V3bK,7 2 399 923 267 75 197 531 224 2233
ldbK,0 210 12 60 110 428 1389 3556 685 8
YYbK,4 10 13 3 9 550 351 970 6 54
33bK,179 2285 571 419 2 1068 43 76 990 991
9qbK,0 538 1137 811 91 1 63 1317 237 535
BSbK,154 263 40 4 31 39 1968 551 626 3
NBbK,0 1 35 134 3612 768 1445 1465 180 795
ohbK,3 4 10 6 13 33 28 9 38 324
L3bK,11 123 22 1058 2757 406 1165 32 20 462
VEbK,49 127 277 3003 3042 136 1647 54 612 770
9ubK,3 4 28 33 38 9 13 10 6 324
DsbK,79 0 91 376 1 918 63 312 450 12
e1bK,26 3124 23 21 864 0 130 915 1482 199
XtbK,1019 1936 866 99 1534 441 42 674 984 932
R1bK,0 12 8 2260 226 261 874 210 1376 2457
AMbK,25 191 3433 734 16 1478 1327 299 315 1945
16bK,0 52 1 125 432 12 310 70 63 329
mmbK,51 77 45 56 2 137 1052 456 721 295
ifbK,0 1 63 94 2040 27 167 192 147 36
IqbK,45 51 77 56 2 212 295 1052 137 956
wnbK,895 80 1534 5 579 255 1118 2974 2607 3031
oKbK,23 21 1660 73 49 24 994 461 1325 883
gdbK,3 41 13 4 54 330 1481 389 10 97
tybK,63 0 167 1 2813 1047 2317 2435 183 294
hqbK,92 110 369 1234 603 329 2602 1272 884 11
ZbbK,5 102 1 93 0 16 309 2811 893 3190
ySbL,25 268 16 2973 682 5 977 2010 2402 897
XmbL,246 16 5 658 1131 1 1860 25 136 2959
SmbL,3261 26 130 636 27 435 808 2522 157 194
Y1bL,7 2 171 1519 174 213 48 344 165 1307
x3bL,0 27 1 331 887 192 438 599 1668 183
9fbL,5 16 292 244 973 2399 1388 362 2098 80
ylbL,357 1359 1 35 372 1182 478 0 1215 1181
MObL,33 78 28 86 38 987 1088 257 779 512
MtbL,6 8 2967 383 2699 2380 2403 3 894 558
A7bL,79 0 91 376 63 3409 12 2457 696 806
2WbL,79 0 14 91 12 450 806 1 70 125
xSbL,832 210 284 428 88 1289 311 2117 158 151
aDbL,3 4 6 10 28 324 13 33 38 278
YWbL,62 11 22 20 680 1157 32 341 411 29
W7bL,30 55 2 340 837 17 2809 408 1808 361
B5bL,3 13 28 4 433 89 324 6 1003 201
JVbL,8 33 13 4 6 54 3298 41 726 205
BnbL,6 8 690 3 894 954 558 917 3544 2777
92bL,90 2 7 1739 224 235 810 283 48 443
9SbL,5 0 1 16 2917 319 194 203 467 1268
lmbL,208 2 7 1134 75 83 1205 1695 745 869
PAbL,53 58 19 685 60 340 17 232 210 2
1ebL,48 7 2 17 128 1053 566 19 283 955
F2bL,82 103 118 537 12 907 642 237 0 1328
XjbL,1400 8 2090 6 414 2592 333 3767 206 835
1xbL,95 297 2 7 135 116 1930 1373 706 1397
dobL,1 24 115 471 158 2355 23 21 2104 417
